eventId|ml_sample
29:-1:928708/1652844806|validate
29:-1:928695/1620401865|validate
29:-1:928767/548579706|validate
29:-1:928735/-1622756255|validate
29:-1:928701/-2037088237|validate
29:-1:928708/1653141626|validate
29:-1:928708/1653249878|validate
29:-1:928721/1255089934|validate
29:-1:928701/-2036874352|validate
29:-1:928698/-1810104058|validate
29:-1:928772/-2090574000|validate
29:-1:928739/-688910817|validate
29:-1:928701/-2036608087|validate
29:-1:928721/1255341358|validate
29:-1:928772/-2090182023|validate
29:-1:928739/-688878516|validate
29:-1:928701/-2036457058|validate
29:-1:928724/-1302700587|validate
29:-1:928739/-688808676|validate
29:-1:928742/-480521166|validate
29:-1:928721/1255463578|validate
29:-1:928708/1654680725|validate
29:-1:928767/550170312|validate
29:-1:928702/-445183442|validate
29:-1:928702/-445127570|validate
29:-1:928730/141300505|validate
29:-1:928698/-1809549703|validate
29:-1:928735/-1621364693|validate
29:-1:928772/-2088876015|validate
29:-1:928702/-445028048|validate
29:-1:928730/141813829|validate
29:-1:928730/141849622|validate
29:-1:928730/141973588|validate
29:-1:928702/-444798449|validate
29:-1:928724/-1301447832|validate
29:-1:928754/-1383351705|validate
29:-1:928778/-1885555689|validate
29:-1:928713/-102946390|validate
29:-1:928702/-444483296|validate
29:-1:928699/-435682769|validate
29:-1:928708/1656102842|validate
29:-1:928721/1255875634|validate
29:-1:928767/551427432|validate
29:-1:928763/-1404950913|validate
29:-1:928767/551487669|validate
29:-1:928714/106873049|validate
29:-1:928708/1656373472|validate
29:-1:928760/1582765045|validate
29:-1:928702/-444237983|validate
29:-1:928718/1701300127|validate
29:-1:928721/1256169835|validate
29:-1:928730/144533224|validate
29:-1:928698/-1808673211|validate
29:-1:928754/-1382841000|validate
29:-1:928702/-443784896|validate
29:-1:928738/1790908997|validate
29:-1:928708/1657255202|validate
29:-1:928772/-2085410205|validate
29:-1:928737/-829765417|validate
29:-1:928714/107265026|validate
29:-1:928754/-1382719653|validate
29:-1:928724/-1299782148|validate
29:-1:928699/-435197381|validate
29:-1:928708/1657653290|validate
29:-1:928778/-1884113493|validate
29:-1:928730/791751853|validate
29:-1:928767/552944706|validate
29:-1:928760/1583594395|validate
29:-1:928759/1297972595|validate
29:-1:928721/1256700619|validate
29:-1:928739/-688099800|validate
29:-1:928695/1621158756|validate
29:-1:928724/-1299185889|validate
29:-1:928772/-2084258718|validate
29:-1:928724/-1299150969|validate
29:-1:928718/-1288367172|validate
29:-1:928698/-1380284254|validate
29:-1:928718/-1288320030|validate
29:-1:928708/1658368277|validate
29:-1:928730/792586441|validate
29:-1:928767/762925650|validate
29:-1:928737/-828845275|validate
29:-1:928695/1621203279|validate
29:-1:928698/-1380164653|validate
29:-1:928724/-1298553837|validate
29:-1:928744/-1425751025|validate
29:-1:928760/1583973277|validate
29:-1:928772/-2083347306|validate
29:-1:928744/-1425641027|validate
29:-1:928708/1659032630|validate
29:-1:928754/-1382081490|validate
29:-1:928708/1659089375|validate
29:-1:928718/-1287926307|validate
29:-1:928724/-1297897341|validate
29:-1:928763/-1403928630|validate
29:-1:928767/763668573|validate
29:-1:928708/1659410639|validate
29:-1:928737/-828224572|validate
29:-1:928702/-442278971|validate
29:-1:928737/-828181795|validate
29:-1:928698/-1379882674|validate
29:-1:928763/-1403854425|validate
29:-1:928699/-434922386|validate
29:-1:928702/-442078181|validate
29:-1:928778/-1882114323|validate
29:-1:928699/-434870006|validate
29:-1:928718/-1287405126|validate
29:-1:928730/794675530|validate
29:-1:928760/1584511045|validate
29:-1:928737/-827841325|validate
29:-1:928772/-1872324000|validate
29:-1:928699/-434833340|validate
29:-1:928772/-1872298683|validate
29:-1:928767/764241261|validate
29:-1:928730/794909494|validate
29:-1:928759/1298301716|validate
29:-1:928708/-1552462223|validate
29:-1:928702/-1100011139|validate
29:-1:928772/-1871653536|validate
29:-1:928754/-1381757607|validate
29:-1:928760/1584882943|validate
29:-1:928778/-1881367908|validate
29:-1:928724/-1087103634|validate
29:-1:928708/-1552072865|validate
29:-1:928708/-1552033580|validate
29:-1:928714/109370702|validate
29:-1:928772/-1871111403|validate
29:-1:928708/-1551934058|validate
29:-1:928708/-1551875567|validate
29:-1:928695/1621516686|validate
29:-1:928724/-1086819036|validate
29:-1:928742/-480046254|validate
29:-1:928714/109547921|validate
29:-1:928721/1257744727|validate
29:-1:928730/796987234|validate
29:-1:928739/-687659808|validate
29:-1:928708/-1551703586|validate
29:-1:928714/109599428|validate
29:-1:928734/198103953|validate
29:-1:928698/-1379185147|validate
29:-1:928730/797358259|validate
29:-1:928772/-1870318719|validate
29:-1:928767/765609252|validate
29:-1:928699/-434538266|validate
29:-1:928724/-1086154683|validate
29:-1:928724/-1086017622|validate
29:-1:928724/-1086008019|validate
29:-1:928724/-1085939925|validate
29:-1:928714/110036801|validate
29:-1:928772/-1869589764|validate
29:-1:928744/-1425141671|validate
29:-1:928754/-1381087143|validate
29:-1:928754/-1381081905|validate
29:-1:928744/-1425124211|validate
29:-1:928730/798304591|validate
29:-1:928702/-1098894572|validate
29:-1:928698/-1378989595|validate
29:-1:928772/-1869153264|validate
29:-1:928716/-990768871|validate
29:-1:928695/1621683429|validate
29:-1:928708/-1550461307|validate
29:-1:928778/-1670024211|validate
29:-1:928699/-434306048|validate
29:-1:928744/-1424995880|validate
29:-1:928760/1586082445|validate
29:-1:928702/-1098011969|validate
29:-1:928699/-434258906|validate
29:-1:928730/1009292104|validate
29:-1:928744/-1424784614|validate
29:-1:928708/-1549931396|validate
29:-1:928744/-1424741837|validate
29:-1:928718/-1285225245|validate
29:-1:928698/-1378523413|validate
29:-1:928708/-1549457357|validate
29:-1:928772/-1866666087|validate
29:-1:928708/-1549391009|validate
29:-1:928754/-1380467313|validate
29:-1:928730/1010860012|validate
29:-1:928734/199980030|validate
29:-1:928708/-1549212044|validate
29:-1:928714/111472886|validate
29:-1:928695/-1372138477|validate
29:-1:928772/-1866105621|validate
29:-1:928718/-1284660414|validate
29:-1:928754/-1380355569|validate
29:-1:928714/111636137|validate
29:-1:928721/1258812406|validate
29:-1:928734/200255025|validate
29:-1:928724/-1083231006|validate
29:-1:928718/-1284517242|validate
29:-1:928698/-1378196038|validate
29:-1:928695/-1372053796|validate
29:-1:928724/-1083035454|validate
29:-1:928744/-1424474699|validate
29:-1:928708/-1548678641|validate
29:-1:928714/111805499|validate
29:-1:928744/-1424467715|validate
29:-1:928724/-1082860854|validate
29:-1:928772/-1865047545|validate
29:-1:928778/-1667664492|validate
29:-1:928730/1013047750|validate
29:-1:928739/-687158706|validate
29:-1:928708/-1548121667|validate
29:-1:928767/769951554|validate
29:-1:928695/-1371936814|validate
29:-1:928695/-1371928084|validate
29:-1:928708/-1547709611|validate
29:-1:928708/-1547701754|validate
29:-1:928739/-687085374|validate
29:-1:928767/770462259|validate
29:-1:928698/-1377642556|validate
29:-1:928767/770512893|validate
29:-1:928718/-1283464404|validate
29:-1:928698/-1377475813|validate
29:-1:928767/770715429|validate
29:-1:928702/-1095787565|validate
29:-1:928708/-1547029544|validate
29:-1:928730/1014856606|validate
29:-1:928708/-1546922165|validate
29:-1:928730/1014946525|validate
29:-1:928744/-1424081849|validate
29:-1:928699/-433797962|validate
29:-1:928754/-1379570742|validate
29:-1:928718/-1283086395|validate
29:-1:928714/113002382|validate
29:-1:928744/-1424071373|validate
29:-1:928754/-1379520981|validate
29:-1:928772/-1215970299|validate
29:-1:928772/-1215922284|validate
29:-1:928708/-1546639313|validate
29:-1:928714/113179601|validate
29:-1:928702/-1095339716|validate
29:-1:928754/-1379439792|validate
29:-1:928739/-686948313|validate
29:-1:928759/1299644390|validate
29:-1:928778/-1665748257|validate
29:-1:928708/-1546449872|validate
29:-1:928702/-1095247178|validate
29:-1:928772/-1215386262|validate
29:-1:928772/-1215334755|validate
29:-1:928734/202899342|validate
29:-1:928698/-1376945029|validate
29:-1:928698/-1376941537|validate
29:-1:928772/-1214921826|validate
29:-1:928772/-1214587467|validate
29:-1:928716/-989438419|validate
29:-1:928702/-1094632586|validate
29:-1:928754/-1378987578|validate
29:-1:928772/-1213521534|validate
29:-1:928698/-1376610670|validate
29:-1:928710/918900153|validate
29:-1:928739/-686623557|validate
29:-1:928702/-1094259815|validate
29:-1:928739/-686616573|validate
29:-1:928730/1228568752|validate
29:-1:928699/-433437413|validate
29:-1:928716/-989145091|validate
29:-1:928702/-1093985693|validate
29:-1:928714/114194900|validate
29:-1:928738/41825561|validate
29:-1:928772/-1212453855|validate
29:-1:928710/919288638|validate
29:-1:928710/919479825|validate
29:-1:928763/-972982656|validate
29:-1:928710/919485063|validate
29:-1:928721/1260293014|validate
29:-1:928716/-989113663|validate
29:-1:928767/983486481|validate
29:-1:928699/-433322177|validate
29:-1:928710/919893627|validate
29:-1:928754/-1378317114|validate
29:-1:928698/-1375986475|validate
29:-1:928730/1230568795|validate
29:-1:928754/-1168685370|validate
29:-1:928767/984242499|validate
29:-1:928714/114866237|validate
29:-1:928778/-1662786168|validate
29:-1:928714/114968378|validate
29:-1:928778/-1662479745|validate
29:-1:928730/1231283782|validate
29:-1:928714/115121153|validate
29:-1:928710/921054717|validate
29:-1:928724/-867365169|validate
29:-1:928724/-867355566|validate
29:-1:928702/-1092815873|validate
29:-1:928724/-867328503|validate
29:-1:928730/1231932421|validate
29:-1:928763/-972522585|validate
29:-1:928772/-1209032568|validate
29:-1:928763/-972498141|validate
29:-1:928714/115249484|validate
29:-1:928710/921403044|validate
29:-1:928714/115335911|validate
29:-1:928772/-999081306|validate
29:-1:928767/985592157|validate
29:-1:928739/-686224596|validate
29:-1:928754/-1168270695|validate
29:-1:928730/1232618599|validate
29:-1:928721/1470569032|validate
29:-1:928778/-1451794290|validate
29:-1:928730/1232946847|validate
29:-1:928760/2019096556|validate
29:-1:928710/921783672|validate
29:-1:928702/-1092195170|validate
29:-1:928734/417419013|validate
29:-1:928699/-432906629|validate
29:-1:928721/1470762838|validate
29:-1:928721/1470792520|validate
29:-1:928710/922002795|validate
29:-1:928710/922053429|validate
29:-1:928724/-866354235|validate
29:-1:928702/-1092047633|validate
29:-1:928699/-432849884|validate
29:-1:928730/1233719452|validate
29:-1:928772/-997756965|validate
29:-1:928724/-866308839|validate
29:-1:928699/-432794012|validate
29:-1:928702/-1091800574|validate
29:-1:928710/922420962|validate
29:-1:928698/-1375027921|validate
29:-1:928742/-479273649|validate
29:-1:928724/-865320603|validate
29:-1:928778/-1450704786|validate
29:-1:928767/987221175|validate
29:-1:928724/-865280445|validate
29:-1:928721/1471070134|validate
29:-1:928702/-881912168|validate
29:-1:928730/1235008873|validate
29:-1:928730/1235269027|validate
29:-1:928699/-432585365|validate
29:-1:928713/-1202075215|validate
29:-1:928756/1520352572|validate
29:-1:928754/-1167608088|validate
29:-1:928698/-1374741577|validate
29:-1:928702/-881293211|validate
29:-1:928713/-1201745221|validate
29:-1:928713/-1201678873|validate
29:-1:928710/923522688|validate
29:-1:928721/1471256956|validate
29:-1:928756/1520481776|validate
29:-1:928720/1185604601|validate
29:-1:928710/923716494|validate
29:-1:928702/-881048771|validate
29:-1:928702/-881020835|validate
29:-1:928698/-1374511978|validate
29:-1:928698/-1374480550|validate
29:-1:928730/1664743996|validate
29:-1:928739/-685716510|validate
29:-1:928724/-863614761|validate
29:-1:928760/2020714225|validate
29:-1:928724/-863538810|validate
29:-1:928702/-880579097|validate
29:-1:928767/989009952|validate
29:-1:928699/-432214340|validate
29:-1:928772/-993762990|validate
29:-1:928754/-1167157620|validate
29:-1:928698/-1374090319|validate
29:-1:928713/-1200712462|validate
29:-1:928730/1665564616|validate
29:-1:928767/989256138|validate
29:-1:928698/-1374015241|validate
29:-1:928767/989343438|validate
29:-1:928772/-993496725|validate
29:-1:928760/2021149852|validate
29:-1:928712/1931637313|validate
29:-1:928724/-862912869|validate
29:-1:928712/1931650408|validate
29:-1:928759/1301373803|validate
29:-1:928763/-971243640|validate
29:-1:928699/-432032756|validate
29:-1:928702/-880318943|validate
29:-1:928760/2021296516|validate
29:-1:928720/1186710692|validate
29:-1:928713/-1200509053|validate
29:-1:928698/-1373783023|validate
29:-1:928763/-971106579|validate
29:-1:928713/-1200394690|validate
29:-1:928699/-431957678|validate
29:-1:928713/-1200368500|validate
29:-1:928712/1932152383|validate
29:-1:928720/-1148952149|validate
29:-1:928698/-1373493187|validate
29:-1:928712/1932235318|validate
29:-1:928712/1932321745|validate
29:-1:928778/-1447897218|validate
29:-1:928730/1667341171|validate
29:-1:928713/-764477854|validate
29:-1:928767/1200083892|validate
29:-1:928698/-1373428585|validate
29:-1:928724/-861605115|validate
29:-1:928772/-990947565|validate
29:-1:928702/-879588242|validate
29:-1:928730/1667915605|validate
29:-1:928698/-1373138749|validate
29:-1:928698/-1373098591|validate
29:-1:928699/-431682683|validate
29:-1:928702/-879222455|validate
29:-1:928730/1668558133|validate
29:-1:928739/-685156917|validate
29:-1:928713/-764034370|validate
29:-1:928730/1668754558|validate
29:-1:928739/-685128981|validate
29:-1:928767/1201522596|validate
29:-1:928730/1668884635|validate
29:-1:928734/423381603|validate
29:-1:928702/-878961428|validate
29:-1:928739/-685080093|validate
29:-1:928702/-878959682|validate
29:-1:928712/1933217443|validate
29:-1:928772/-779623947|validate
29:-1:928772/-779622201|validate
29:-1:928712/1933255855|validate
29:-1:928712/1933302124|validate
29:-1:928702/-878728337|validate
29:-1:928716/-987184333|validate
29:-1:928720/-1147639157|validate
29:-1:928742/-478805721|validate
29:-1:928778/-1446026379|validate
29:-1:928698/-1372171465|validate
29:-1:928702/-878166998|validate
29:-1:928713/-763476523|validate
29:-1:928724/-649183263|validate
29:-1:928695/-1370163751|validate
29:-1:928734/424643961|validate
29:-1:928699/-431302055|validate
29:-1:928699/-431301182|validate
29:-1:928713/-762963199|validate
29:-1:928713/-762776377|validate
29:-1:928767/1204075248|validate
29:-1:928730/1882329643|validate
29:-1:928702/-877397012|validate
29:-1:928739/-684702084|validate
29:-1:928778/-1011174603|validate
29:-1:928702/-877370822|validate
29:-1:928767/1204245483|validate
29:-1:928734/634752363|validate
29:-1:928702/-877318442|validate
29:-1:928698/-725521159|validate
29:-1:928716/-986926798|validate
29:-1:928730/1882801063|validate
29:-1:928713/-762440272|validate
29:-1:928720/-1146242357|validate
29:-1:928744/-1211201672|validate
29:-1:928767/1204558890|validate
29:-1:928724/-647650275|validate
29:-1:928716/-986903227|validate
29:-1:928724/-647607498|validate
29:-1:928767/1204703808|validate
29:-1:928724/-647565594|validate
29:-1:928772/-775384659|validate
29:-1:928695/-1369895740|validate
29:-1:928721/1473648976|validate
29:-1:928772/-775203948|validate
29:-1:928756/1521892544|validate
29:-1:928759/1302371642|validate
29:-1:928707/-95276584|validate
29:-1:928707/-95193649|validate
29:-1:928772/-774873081|validate
29:-1:928734/635858454|validate
29:-1:928772/-774528246|validate
29:-1:928707/-94673341|validate
29:-1:928730/1884470239|validate
29:-1:928698/-725021803|validate
29:-1:928707/-94586041|validate
29:-1:928713/-761990677|validate
29:-1:928760/2024468125|validate
29:-1:928730/1884574999|validate
29:-1:928698/-724922281|validate
29:-1:928734/636491379|validate
29:-1:928707/-94105018|validate
29:-1:928744/-1210808822|validate
29:-1:928730/1885217527|validate
29:-1:928734/636776850|validate
29:-1:928698/-724726729|validate
29:-1:928772/-773123589|validate
29:-1:928754/-1164304656|validate
29:-1:928780/801863711|validate
29:-1:928724/-645781182|validate
29:-1:928767/1206774564|validate
29:-1:928702/-875585537|validate
29:-1:928760/2025087955|validate
29:-1:928724/-645320238|validate
29:-1:928720/-1144771352|validate
29:-1:928698/-724374910|validate
29:-1:928713/-761205850|validate
29:-1:928756/1522395392|validate
29:-1:928702/-875397842|validate
29:-1:928702/-875378636|validate
29:-1:928695/-1369663522|validate
29:-1:928780/802344734|validate
29:-1:928702/-875267765|validate
29:-1:928734/637923972|validate
29:-1:928699/-430511117|validate
29:-1:928724/-644793819|validate
29:-1:928744/-1210505018|validate
29:-1:928702/-875213639|validate
29:-1:928698/-724229119|validate
29:-1:928707/-92753614|validate
29:-1:928702/-875156894|validate
29:-1:928699/-430491038|validate
29:-1:928763/-968769558|validate
29:-1:928772/-343618065|validate
29:-1:928699/-430412468|validate
29:-1:928713/-760777207|validate
29:-1:928767/1208093667|validate
29:-1:928739/-684124158|validate
29:-1:928767/1635954459|validate
29:-1:928707/-92370367|validate
29:-1:928702/-874670633|validate
29:-1:928724/-643894629|validate
29:-1:928702/-874644443|validate
29:-1:928707/-91971406|validate
29:-1:928767/1636530639|validate
29:-1:928754/-1163481417|validate
29:-1:928699/-430182869|validate
29:-1:928699/-430176758|validate
29:-1:928707/-91770616|validate
29:-1:928707/-91521811|validate
29:-1:928754/-1163381895|validate
29:-1:928699/-430149695|validate
29:-1:928756/1522830146|validate
29:-1:928754/-1163299833|validate
29:-1:928707/-91271260|validate
29:-1:928698/-723597067|validate
29:-1:928763/-968271948|validate
29:-1:928724/592347805|validate
29:-1:928744/-1210004789|validate
29:-1:928763/-968247504|validate
29:-1:928760/2026778956|validate
29:-1:928776/-1810341916|validate
29:-1:928721/1475328628|validate
29:-1:928754/-1163074599|validate
29:-1:928744/-1209906140|validate
29:-1:928707/-90620875|validate
29:-1:928707/-90505639|validate
29:-1:928715/177483679|validate
29:-1:928707/-90357229|validate
29:-1:928707/-90161677|validate
29:-1:928772/-339504489|validate
29:-1:928776/-1809697642|validate
29:-1:928702/-226984949|validate
29:-1:928772/-339336873|validate
29:-1:928721/1475563465|validate
29:-1:928763/-967939335|validate
29:-1:928734/641411607|validate
29:-1:928756/1523435135|validate
29:-1:928724/-1960059111|validate
29:-1:928707/-89802874|validate
29:-1:928760/-2057761293|validate
29:-1:928724/-1959962208|validate
29:-1:928721/1475605369|validate
29:-1:928699/-429624149|validate
29:-1:928715/178265887|validate
29:-1:928772/-338627124|validate
29:-1:928728/-586102072|validate
29:-1:928699/-429569150|validate
29:-1:928754/-1162345644|validate
29:-1:928715/178501597|validate
29:-1:928695/-1368931075|validate
29:-1:928734/642125721|validate
29:-1:928698/-722686528|validate
29:-1:928707/-89028523|validate
29:-1:928728/-585497956|validate
29:-1:928766/-1636692942|validate
29:-1:928702/-226067426|validate
29:-1:928728/-585299785|validate
29:-1:928734/642368415|validate
29:-1:928707/-88827733|validate
29:-1:928754/-1162102077|validate
29:-1:928724/-1958828181|validate
29:-1:928699/-429501056|validate
29:-1:928734/642486270|validate
29:-1:928702/-225539261|validate
29:-1:928699/-429471374|validate
29:-1:928776/-1807739503|validate
29:-1:928728/-584575195|validate
29:-1:928698/-722225584|validate
29:-1:928738/42530072|validate
29:-1:928707/-88358059|validate
29:-1:928734/642797058|validate
29:-1:928698/-722140030|validate
29:-1:928756/1523965919|validate
29:-1:928698/-722130427|validate
29:-1:928728/-583813066|validate
29:-1:928724/-1957468920|validate
29:-1:928756/1524097742|validate
29:-1:928724/-1957285590|validate
29:-1:928744/-1208800049|validate
29:-1:928698/-721917415|validate
29:-1:928715/179497690|validate
29:-1:928698/-721857178|validate
29:-1:928715/179554435|validate
29:-1:928698/-721788211|validate
29:-1:928724/-1956964326|validate
29:-1:928695/-1368531241|validate
29:-1:928772/-125034579|validate
29:-1:928766/-1635075273|validate
29:-1:928702/-224434043|validate
29:-1:928715/179850382|validate
29:-1:928695/-1368491956|validate
29:-1:928739/-683190921|validate
29:-1:928772/-124163325|validate
29:-1:928760/-2055957675|validate
29:-1:928720/-55114577|validate
29:-1:928760/-2055927993|validate
29:-1:928742/-478109940|validate
29:-1:928715/179947285|validate
29:-1:928728/-581643661|validate
29:-1:928766/-1634487744|validate
29:-1:928708/2087288018|validate
29:-1:928742/-478076766|validate
29:-1:928776/-1806049375|validate
29:-1:928708/2087374445|validate
29:-1:928776/-1805934139|validate
29:-1:928702/-223825562|validate
29:-1:928766/-1633901088|validate
29:-1:928760/-2055587523|validate
29:-1:928772/-123265881|validate
29:-1:928754/-1160976780|validate
29:-1:928759/1731912086|validate
29:-1:928739/-683035527|validate
29:-1:928728/-580417096|validate
29:-1:928708/2087743724|validate
29:-1:928760/-2055319512|validate
29:-1:928721/1476850267|validate
29:-1:928766/-1633587681|validate
29:-1:928754/-1160826624|validate
29:-1:928698/-721149175|validate
29:-1:928754/-1160658135|validate
29:-1:928756/1524643367|validate
29:-1:928702/-223340174|validate
29:-1:928715/180595924|validate
29:-1:928715/180617749|validate
29:-1:928699/-428986859|validate
29:-1:928708/2088345221|validate
29:-1:928766/-1633114515|validate
29:-1:928763/-966375792|validate
29:-1:928718/1041698866|validate
29:-1:928699/-428961542|validate
29:-1:928772/-121736385|validate
29:-1:928766/-1632761823|validate
29:-1:928715/180912823|validate
29:-1:928715/181051630|validate
29:-1:928772/-121089492|validate
29:-1:928729/1377182390|validate
29:-1:928698/-720760690|validate
29:-1:928702/-222424397|validate
29:-1:928776/-1804362739|validate
29:-1:928772/-120630294|validate
29:-1:928776/-1804225678|validate
29:-1:928763/-756520560|validate
29:-1:928769/-1863609027|validate
29:-1:928734/1075160784|validate
29:-1:928698/-720599185|validate
29:-1:928698/-720596566|validate
29:-1:928776/-1804053697|validate
29:-1:928724/-642794649|validate
29:-1:928699/-428787815|validate
29:-1:928754/-732170529|validate
29:-1:928698/-720536329|validate
29:-1:928772/-119917053|validate
29:-1:928708/2089907018|validate
29:-1:928721/1477528588|validate
29:-1:928763/-756317151|validate
29:-1:928713/-1199704147|validate
29:-1:928729/1378723235|validate
29:-1:928708/2090071142|validate
29:-1:928727/-1311836346|validate
29:-1:928754/-732057039|validate
29:-1:928708/2090200346|validate
29:-1:928763/-756252549|validate
29:-1:928759/1732472552|validate
29:-1:928727/-1311471432|validate
29:-1:928739/-36630534|validate
29:-1:928776/-1803094270|validate
29:-1:928708/2090512007|validate
29:-1:928756/1525214309|validate
29:-1:928699/-428569565|validate
29:-1:928727/-1310890887|validate
29:-1:928754/-731782917|validate
29:-1:928739/-36549345|validate
29:-1:928763/-755984538|validate
29:-1:928724/-431751264|validate
29:-1:928695/-1367698399|validate
29:-1:928769/-1861590651|validate
29:-1:928718/1043640418|validate
29:-1:928756/1525305974|validate
29:-1:928724/-431548728|validate
29:-1:928734/1076707740|validate
29:-1:928727/-1309492341|validate
29:-1:928702/-221162039|validate
29:-1:928773/310907574|validate
29:-1:928718/1043842954|validate
29:-1:928699/-218809490|validate
29:-1:928776/-1802035321|validate
29:-1:928699/-218735285|validate
29:-1:928724/-430825011|validate
29:-1:928769/-1860827649|validate
29:-1:928739/-36418395|validate
29:-1:928727/-1308669102|validate
29:-1:928702/-220516892|validate
29:-1:928708/2092165469|validate
29:-1:928727/-1308450852|validate
29:-1:928718/1044155488|validate
29:-1:928773/311962158|validate
29:-1:928773/311994459|validate
29:-1:928734/1077783276|validate
29:-1:928763/-755436294|validate
29:-1:928718/1044316120|validate
29:-1:928699/-218598224|validate
29:-1:928721/1478495872|validate
29:-1:928695/-1367552608|validate
29:-1:928708/2092576652|validate
29:-1:928702/-220246262|validate
29:-1:928760/-2052205521|validate
29:-1:928760/-2052166236|validate
29:-1:928724/-429596700|validate
29:-1:928708/2092931090|validate
29:-1:928708/2092959899|validate
29:-1:928708/2092974740|validate
29:-1:928721/1688197456|validate
29:-1:928713/-1197565297|validate
29:-1:928727/-1307290635|validate
29:-1:928773/313546653|validate
29:-1:928734/1078229379|validate
29:-1:928698/-718826122|validate
29:-1:928724/-429189009|validate
29:-1:928744/-1207143968|validate
29:-1:928708/2093252354|validate
29:-1:928734/1078454613|validate
29:-1:928699/-218280452|validate
29:-1:928708/2093356241|validate
29:-1:928756/1525814060|validate
29:-1:928734/1078572468|validate
29:-1:928718/1044969997|validate
29:-1:928699/-218239421|validate
29:-1:928724/-428721081|validate
29:-1:928713/-1196860786|validate
29:-1:928695/-1367389357|validate
29:-1:928727/-1305732330|validate
29:-1:928773/315130275|validate
29:-1:928708/2093907104|validate
29:-1:928727/-1305554238|validate
29:-1:928742/-477557331|validate
29:-1:928767/1641227379|validate
29:-1:928708/2094183845|validate
29:-1:928734/1079455944|validate
29:-1:928734/1079497848|validate
29:-1:928734/1289479665|validate
29:-1:928698/-717947011|validate
29:-1:928718/1045641334|validate
29:-1:928698/-717905980|validate
29:-1:928727/-658387989|validate
29:-1:928713/-1196324764|validate
29:-1:928702/-218906207|validate
29:-1:928744/-1206679532|validate
29:-1:928716/-773212906|validate
29:-1:928718/1046039422|validate
29:-1:928776/-1371132997|validate
29:-1:928763/-754573770|validate
29:-1:928742/-477456936|validate
29:-1:928767/1642508943|validate
29:-1:928754/-729739224|validate
29:-1:928702/-8919152|validate
29:-1:928734/1290623295|validate
29:-1:928770/540230520|validate
29:-1:928708/2095849529|validate
29:-1:928760/-2050253493|validate
29:-1:928708/2095916750|validate
29:-1:928713/-1195512001|validate
29:-1:928698/-717087106|validate
29:-1:928724/-425353920|validate
29:-1:928759/1733931335|validate
29:-1:928718/1046910676|validate
29:-1:928708/-1770792539|validate
29:-1:928767/1643655192|validate
29:-1:928718/1047004960|validate
29:-1:928708/-1770750635|validate
29:-1:928763/-754019415|validate
29:-1:928770/541885728|validate
29:-1:928698/-716917744|validate
29:-1:928767/1644042804|validate
29:-1:928767/1644046296|validate
29:-1:928702/-7712666|validate
29:-1:928695/-1367092537|validate
29:-1:928708/-1770313262|validate
29:-1:928708/-1770288818|validate
29:-1:928718/1047409159|validate
29:-1:928763/-753868386|validate
29:-1:928724/-424290606|validate
29:-1:928759/1734058793|validate
29:-1:928729/1381580564|validate
29:-1:928699/-217740065|validate
29:-1:928776/-1369000258|validate
29:-1:928713/-1194927091|validate
29:-1:928756/1526657378|validate
29:-1:928754/-729088839|validate
29:-1:928708/-1769656766|validate
29:-1:928729/1382111348|validate
29:-1:928702/-7249976|validate
29:-1:928708/-1769280503|validate
29:-1:928729/1382604593|validate
29:-1:928718/1048184383|validate
29:-1:928729/1382710226|validate
29:-1:928744/-1205753279|validate
29:-1:928716/-772666408|validate
29:-1:928742/-477322494|validate
29:-1:928734/1293468402|validate
29:-1:928713/-1194480115|validate
29:-1:928729/1383145853|validate
29:-1:928744/-1205693042|validate
29:-1:928713/-1194333451|validate
29:-1:928754/-728763210|validate
29:-1:928698/-506711566|validate
29:-1:928744/-996045584|validate
29:-1:928760/-1838520438|validate
29:-1:928716/-772609663|validate
29:-1:928770/544578060|validate
29:-1:928739/-35304447|validate
29:-1:928754/-728686386|validate
29:-1:928767/1855445865|validate
29:-1:928713/-1194177184|validate
29:-1:928739/-35276511|validate
29:-1:928702/-6440705|validate
29:-1:928767/1855969665|validate
29:-1:928702/-6301025|validate
29:-1:928718/1048922941|validate
29:-1:928760/-1837693707|validate
29:-1:928702/-6052220|validate
29:-1:928744/-995741780|validate
29:-1:928725/661024740|validate
29:-1:928698/-506257606|validate
29:-1:928702/-5931746|validate
29:-1:928702/-5909048|validate
29:-1:928754/-728441946|validate
29:-1:928698/-506138005|validate
29:-1:928702/-5833970|validate
29:-1:928729/1813014545|validate
29:-1:928729/1813115813|validate
29:-1:928776/-1366722601|validate
29:-1:928770/755801283|validate
29:-1:928718/1049342854|validate
29:-1:928754/-728356392|validate
29:-1:928711/770069138|validate
29:-1:928734/1295595030|validate
29:-1:928754/-728260362|validate
29:-1:928729/1813753103|validate
29:-1:928770/756339051|validate
29:-1:928760/-1837137606|validate
29:-1:928711/770377307|validate
29:-1:928756/1527190781|validate
29:-1:928721/1690402654|validate
29:-1:928711/770403497|validate
29:-1:928770/756395796|validate
29:-1:928695/-1366637704|validate
29:-1:928776/-1365838252|validate
29:-1:928716/-772012531|validate
29:-1:928744/-995398691|validate
29:-1:928699/-217079204|validate
29:-1:928716/-771980230|validate
29:-1:928711/770881901|validate
29:-1:928702/-4890257|validate
29:-1:928756/1527328715|validate
29:-1:928776/-1365628732|validate
